concept,rank_in_concept_cluster,global_id,layer,neuron,token_rank,token_raw,token_normalized,token_class,similarity_to_seed,seed_layer,seed_neuron,max_logit
High Transport,8,20439,7,2519,7,izoph,izoph,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,8,risings,risings,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,9,isure,isure,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,10,ethoven,ethoven,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,9,22197,8,1717,1,iagn,iagn,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,2,continence,continence,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,3,cosm,cosm,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,4,ndrome,ndrome,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,5,outward,outward,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,6,ruct,ruct,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,7,ovine,ovine,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,8,cels,cels,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,9,hogs,hogs,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,9,22197,8,1717,10,asgow,asgow,unrelated,0.8850982189178467,3,369,1.909818410873413
High Transport,10,18253,7,333,1,ropract,ropract,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,2,])[,])[,gibberish,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,3,graduates,graduates,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,4,iagn,iagn,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,5,ALTH,alth,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,6,ikhail,ikhail,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,7,<filename>,<filename>,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,8,EFL,efl,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,9,PAA,paa,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,10,18253,7,333,10,racuse,racuse,unrelated,0.8848302364349365,3,369,2.6890311241149902
High Transport,11,18818,7,898,1,esville,esville,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,2,risings,risings,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,3,||=||,||=||,gibberish,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,4,osate,osate,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,5,phrine,phrine,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,6,umbai,umbai,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,7,UX,ux,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,8,ilantro,ilantro,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,9,sorption,sorption,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,11,18818,7,898,10,faiss,faiss,unrelated,0.8842546939849854,3,369,3.348992347717285
High Transport,12,18752,7,832,1,osate,osate,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,2,ERIC,eric,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,3,|'\,|'\,gibberish,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,4,?||,?||,gibberish,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,5,ortium,ortium,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,6,oclonal,oclonal,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,7,terious,terious,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,8,practition,practition,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,9,intendent,intendent,unrelated,0.8841981887817383,3,369,2.347107410430908
High Transport,12,18752,7,832,10,:||,:||,gibberish,0.8841981887817383,3,369,2.347107410430908
High Transport,13,38628,15,228,1,forgettable,forgettable,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,2,Ishma,ishma,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,3,soriasis,soriasis,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,4,ulpt,ulpt,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,5,abets,abets,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,6,dprinting,dprinting,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,7,firehose,firehose,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,8,essori,essori,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,9,qdm,qdm,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,13,38628,15,228,10,ederal,ederal,unrelated,0.8835810422897339,3,369,2.555075168609619
High Transport,14,18514,7,594,1,abets,abets,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,2,<filename>,<filename>,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,3,olkien,olkien,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,4,forgettable,forgettable,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,5,CreateModel,createmodel,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,6,reponame,reponame,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,7,osate,osate,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,8,KeyNot,keynot,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,9,rosine,rosine,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,14,18514,7,594,10,mares,mares,unrelated,0.8827195167541504,3,369,2.9100122451782227
High Transport,15,26754,10,1154,1,ceae,ceae,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,2,iagn,iagn,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,3,icuous,icuous,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,4,iasis,iasis,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,5,aseous,aseous,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,6,uckland,uckland,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,7,rapers,rapers,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,8,firehose,firehose,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,9,opold,opold,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,15,26754,10,1154,10,ymal,ymal,unrelated,0.8821525573730469,3,369,2.364670991897583
High Transport,16,33934,13,654,1,oubted,oubted,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,2,ourgeois,ourgeois,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,3,osate,osate,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,4,vantages,vantages,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,5,uthors,uthors,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,6,idon,idon,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,7,iagnosed,iagnosed,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,8,uschwitz,uschwitz,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,9,izzard,izzard,unrelated,0.8812659382820129,3,369,2.910644769668579
High Transport,16,33934,13,654,10,?||,?||,gibberish,0.8812659382820129,3,369,2.910644769668579
High Transport,17,35921,14,81,1,peut,peut,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,2,prudence,prudence,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,3,openhagen,openhagen,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,4,postdocs,postdocs,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,5,mite,mite,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,6,rabble,rabble,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,7,iagn,iagn,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,8,verte,verte,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,9,everal,everal,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,17,35921,14,81,10,otrop,otrop,unrelated,0.8809829950332642,3,369,2.4240267276763916
High Transport,18,29031,11,871,1,ophila,ophila,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,2,behavi,behavi,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,3,transistors,transistors,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,4,uschwitz,uschwitz,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,5,SOFTWARE,software,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,6,osate,osate,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,7,ypical,ypical,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,8,firehose,firehose,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,9,stuffs,stuffs,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,18,29031,11,871,10,teasp,teasp,unrelated,0.8805741667747498,3,369,2.7172937393188477
High Transport,19,20863,8,383,1,osate,osate,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,2,olkien,olkien,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,3,"|','","|','",gibberish,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,4,earchers,earchers,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,5,conclud,conclud,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,6,ocative,ocative,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,7,coholic,coholic,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,8,Upvotes,upvotes,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,9,occus,occus,unrelated,0.880488395690918,3,369,2.4268317222595215
High Transport,19,20863,8,383,10,",))",",))",gibberish,0.880488395690918,3,369,2.4268317222595215
High Transport,20,36395,14,555,1,osate,osate,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,2,iodiversity,iodiversity,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,3,herst,herst,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,4,thalm,thalm,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,5,odox,odox,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,6,Subthreshold,subthreshold,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,7,heumatic,heumatic,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,8,phrine,phrine,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,9,ulum,ulum,unrelated,0.8800271153450012,3,369,2.2975122928619385
High Transport,20,36395,14,555,10,abeth,abeth,unrelated,0.8800271153450012,3,369,2.2975122928619385
Slow Transport,1,435,0,435,1,size,size,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,2,hang,hang,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,3,slower,slower,contains_pos,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,4,slow,slow,exact_pos,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,5,heavy,heavy,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,6,sized,sized,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,7,arval,arval,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,8,new,new,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,9,Hang,hang,unrelated,1.0,0,435,1.4060808420181274
Slow Transport,1,435,0,435,10,Slow,slow,exact_pos,1.0,0,435,1.4060808420181274
Slow Transport,2,34736,13,1456,1,Beng,beng,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,2,ende,ende,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,3,PubMed,pubmed,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,4,ect,ect,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,5,BSE,bse,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,6,mixes,mixes,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,7,slowing,slowing,contains_pos,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,8,complemented,complemented,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,9,pitched,pitched,unrelated,1.0,13,1456,1.0798568725585938
Slow Transport,2,34736,13,1456,10,slowed,slowed,contains_pos,1.0,13,1456,1.0798568725585938
Slow Transport,3,30317,11,2157,1,safety,safety,contains_pos,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,2,og,og,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,3,Ang,ang,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,4,margin,margin,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,5,st,st,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,6,safe,safe,exact_pos,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,7,safe,safe,exact_pos,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,8,ovenant,ovenant,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,9,olkien,olkien,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,3,30317,11,2157,10,for,for,unrelated,1.0,11,2157,1.3127397298812866
Slow Transport,4,22749,8,2269,1,like,like,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,2,arthen,arthen,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,3,ometown,ometown,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,4,thello,thello,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,5,safest,safest,contains_pos,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,6,Safe,safe,exact_pos,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,7,inker,inker,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,8,radle,radle,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,9,highest,highest,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,4,22749,8,2269,10,stable,stable,unrelated,1.0,8,2269,1.274963617324829
Slow Transport,5,26933,10,1333,1,upgrad,upgrad,unrelated,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,2,etc,etc,unrelated,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,3,etc,etc,unrelated,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,4,extra,extra,unrelated,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,5,safe,safe,exact_pos,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,6,lay,lay,unrelated,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,7,ç,ç,gibberish,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,8,surviv,surviv,unrelated,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,9,safer,safer,contains_pos,1.0,10,1333,1.0451515913009644
Slow Transport,5,26933,10,1333,10,_,_,gibberish,1.0,10,1333,1.0451515913009644
Slow Transport,6,13579,5,779,1,hoses,hoses,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,2,pav,pav,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,3,other,other,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,4,security,security,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,5,protective,protective,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,6,doubled,doubled,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,7,safety,safety,contains_pos,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,8,theoretical,theoretical,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,9,Safety,safety,contains_pos,1.0,5,779,1.0201596021652222
Slow Transport,6,13579,5,779,10,Research,research,unrelated,1.0,5,779,1.0201596021652222
Slow Transport,7,40667,15,2267,1,postdoc,postdoc,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,2,streng,streng,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,3,toget,toget,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,4,ccording,ccording,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,5,diast,diast,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,6,deepcopy,deepcopy,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,7,gib,gib,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,8,atar,atar,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,9,Controlling,controlling,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,7,40667,15,2267,10,plog,plog,unrelated,0.8771230578422546,13,1456,1.9932096004486084
Slow Transport,8,33505,13,225,1,subgen,subgen,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,2,encomp,encomp,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,3,ardu,ardu,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,4,toget,toget,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,5,acknow,acknow,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,6,monaster,monaster,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,7,includ,includ,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,8,pomegran,pomegran,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,9,ocument,ocument,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,8,33505,13,225,10,postdocs,postdocs,unrelated,0.8761560320854187,13,1456,2.2263333797454834
Slow Transport,9,4867,1,2307,1,Casp,casp,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,2,Moderate,moderate,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,3,commerc,commerc,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,4,ventric,ventric,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,5,`):,`):,gibberish,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,6,lof,lof,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,7,RSV,rsv,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,8,ccording,ccording,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,9,ermost,ermost,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,9,4867,1,2307,10,interspers,interspers,unrelated,0.873974084854126,13,1456,1.4512343406677246
Slow Transport,10,34419,13,1139,1,(@,(@,gibberish,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,2,Guideline,guideline,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,3,izes,izes,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,4,postdocs,postdocs,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,5,NRC,nrc,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,6,(:,(:,gibberish,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,7,ende,ende,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,8,Shock,shock,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,9,araoh,araoh,unrelated,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,10,34419,13,1139,10,",,,,,,,,",",,,,,,,,",gibberish,0.8733314275741577,13,1456,2.1515450477600098
Slow Transport,11,29114,11,954,1,/#,/#,gibberish,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,2,conv,conv,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,3,ocyt,ocyt,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,4,strugg,strugg,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,5,",,,,,,,,",",,,,,,,,",gibberish,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,6,|'),|'),gibberish,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,7,ende,ende,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,8,Sac,sac,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,9,STEAM,steam,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,11,29114,11,954,10,enric,enric,unrelated,0.8733229041099548,13,1456,2.2761354446411133
Slow Transport,12,31951,12,1231,1,oo,oo,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,2,repay,repay,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,3,escription,escription,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,4,preserv,preserv,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,5,collab,collab,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,6,ordin,ordin,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,7,appre,appre,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,8,criptions,criptions,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,9,Developed,developed,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,12,31951,12,1231,10,transist,transist,unrelated,0.871880292892456,13,1456,1.98028564453125
Slow Transport,13,15700,6,340,1,|'.,|'.,gibberish,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,2,varic,varic,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,3,"[...,","[...,",gibberish,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,4,injust,injust,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,5,abnorm,abnorm,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,6,"."".","."".",gibberish,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,7,uniqu,uniqu,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,8,psychiat,psychiat,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,9,antioxid,antioxid,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,13,15700,6,340,10,interspers,interspers,unrelated,0.871344804763794,13,1456,1.8179612159729004
Slow Transport,14,38949,15,549,1,describ,describ,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,2,lapt,lapt,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,3,neighb,neighb,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,4,––,––,gibberish,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,5,resemb,resemb,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,6,",,,,,,,,",",,,,,,,,",gibberish,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,7,Leban,leban,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,8,neigh,neigh,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,9,Characterization,characterization,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,14,38949,15,549,10,reins,reins,unrelated,0.8707796335220337,13,1456,1.612199068069458
Slow Transport,15,36567,14,727,1,ille,ille,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,2,trimes,trimes,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,3,cerity,cerity,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,4,ikipedia,ikipedia,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,5,BPD,bpd,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,6,hogs,hogs,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,7,",,,,,,,,",",,,,,,,,",gibberish,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,8,firehose,firehose,unrelated,0.869608998298645,13,1456,2.2077455520629883
Slow Transport,15,36567,14,727,9,ordin,ordin,unrelated,0.869608998298645,13,1456,2.2077455520629883
