concept,rank_in_concept_cluster,global_id,layer,neuron,similarity_to_seed,seed_layer,seed_neuron,max_logit,top_tokens_joined,exact_pos_match_count,contains_pos_match_count,concept_match_count,neg_conflict_count,gibberish_count,unrelated_count,noisy_or_unrelated_count,concept_match_ratio,noisy_or_unrelated_ratio,exact_pos_tokens,contains_pos_tokens,neg_conflict_tokens,gibberish_tokens,unrelated_tokens,appears_in_multiple_concepts,overlapping_concepts
Green,16,32925,12,2205,0.9313760995864868,2,1968,3.7893457412719727,olkien | emetery | jango | ometown | ISTORY | ilantro | ediatric | edipus | ayette | pylobacter,0,0,0,0,0,10,10,0.0,1.0,,,,,olkien | emetery | jango | ometown | ISTORY | ilantro | ediatric | edipus | ayette | pylobacter,False,
Green,17,16199,6,839,0.9312728047370911,2,1968,3.2598469257354736,olkien | HCR | firehose | ostering | outheastern | ultz | airobi | ificial | ulpt | otives,0,0,0,0,0,10,10,0.0,1.0,,,,,olkien | HCR | firehose | ostering | outheastern | ultz | airobi | ificial | ulpt | otives,False,
Green,18,20,0,20,0.9312726259231567,2,1968,3.9426980018615723,olkien | omencl | earchers | giene | oises | firehose | assador | terol | araoh | parency,0,0,0,0,0,10,10,0.0,1.0,,,,,olkien | omencl | earchers | giene | oises | firehose | assador | terol | araoh | parency,False,
Green,19,4385,1,1825,0.9310014843940735,2,1968,3.1869025230407715,olkien | emeteries | geoId | reponame | oughton | asphem | apagos | onsai | ibli | ffiti,0,0,0,0,0,10,10,0.0,1.0,,,,,olkien | emeteries | geoId | reponame | oughton | asphem | apagos | onsai | ibli | ffiti,False,
Green,20,2136,0,2136,0.9303287267684937,2,1968,4.2221150398254395,olkien | pril | roxy | tings | IDD | sorption | teenth | sers | teneg | orkshire,0,0,0,0,0,10,10,0.0,1.0,,,,,olkien | pril | roxy | tings | IDD | sorption | teenth | sers | teneg | orkshire,False,
Red,1,23404,9,364,1.0,9,364,2.1473333835601807,ucalypt | swered | pered | paralleled | teenth | rene | asured | ucaly | ANC | ULT,0,3,3,0,0,7,7,0.3,0.7,,swered | pered | asured,,,ucalypt | paralleled | teenth | rene | ucaly | ANC | ULT,False,
Red,2,39778,15,1378,1.0,15,1378,1.5938234329223633,rown | roximately | acy | rys | iqued | ared | ered | roring | hered | honour,0,3,3,0,0,7,7,0.3,0.7,,ared | ered | hered,,,rown | roximately | acy | rys | iqued | roring | honour,False,
Red,3,4546,1,1986,1.0,1,1986,1.335023283958435,"Red | , | red | individual | inger | Red | tu | practice | client | ign",3,0,3,0,1,6,7,0.3,0.7,Red | red | Red,,,",",individual | inger | tu | practice | client | ign,False,
Red,4,37809,14,1969,1.0,14,1969,1.2594759464263916,installment | predictions | prediction | instance | Criticism | kn | predictions | sed | <filename> | ripped,0,3,3,0,0,7,7,0.3,0.7,,predictions | prediction | predictions,,,installment | instance | Criticism | kn | sed | <filename> | ripped,False,
Red,5,191,0,191,1.0,0,191,3.0300183296203613,onsai | icators | erglass | aughtered | athyroid | amboo | soriasis | nered | ovine | aseous,0,2,2,0,0,8,8,0.2,0.8,,aughtered | nered,,,onsai | icators | erglass | athyroid | amboo | soriasis | ovine | aseous,False,
Red,6,10231,3,2551,0.9999998807907104,3,2551,1.8832165002822876,outheastern | angered | OrderedDict | issance | aughed | edes | aughtered | inguishable | ipl | agland,0,3,3,0,0,7,7,0.3,0.7,,angered | OrderedDict | aughtered,,,outheastern | issance | aughed | edes | inguishable | ipl | agland,False,
Red,7,24358,9,1318,0.9320156574249268,0,191,2.9799509048461914,onsai | ifug | ureus | astrous | Picchu | incinn | urai | ologna | subplots | cedented,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | ifug | ureus | astrous | Picchu | incinn | urai | ologna | subplots | cedented,False,
Red,8,2267,0,2267,0.9294144511222839,0,191,3.103437900543213,onsai | uclear | termedi | asphem | izontal | firehose | cience | irmingham | querque | umatic,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | uclear | termedi | asphem | izontal | firehose | cience | irmingham | querque | umatic,False,
Red,9,2223,0,2223,0.9290532469749451,0,191,2.229395866394043,ovine | estone | aseous | oxel | erglass | onsai | ILD | iffel | uckland | ensibly,0,0,0,0,0,10,10,0.0,1.0,,,,,ovine | estone | aseous | oxel | erglass | onsai | ILD | iffel | uckland | ensibly,False,
Red,10,6730,2,1610,0.9282369613647461,0,191,2.2725977897644043,irmingham | onsai | ortium | incinn | erglass | odont | aphrag | soriasis | ISTORY | lando,0,0,0,0,0,10,10,0.0,1.0,,,,,irmingham | onsai | ortium | incinn | erglass | odont | aphrag | soriasis | ISTORY | lando,False,
Red,11,26289,10,689,0.9262917637825012,0,191,3.7591440677642822,onsai | rared | uggage | aternary | upuncture | soriasis | SWORD | essori | agland | oclonal,0,1,1,0,0,9,9,0.1,0.9,,rared,,,onsai | uggage | aternary | upuncture | soriasis | SWORD | essori | agland | oclonal,False,
Red,12,1704,0,1704,0.925707995891571,0,191,3.192244052886963,onsai | ustaining | ourgeois | emeteries | uckingham | ovine | oclonal | ubilee | enics | unding,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | ustaining | ourgeois | emeteries | uckingham | ovine | oclonal | ubilee | enics | unding,False,
Red,13,4025,1,1465,0.925028383731842,0,191,3.3052031993865967,onsai | UTE | irmingham | osate | HOUT | erosene | UTH | icals | ostering | ifflin,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | UTE | irmingham | osate | HOUT | erosene | UTH | icals | ostering | ifflin,False,
Red,14,28225,11,65,0.9248456954956055,0,191,2.429474115371704,onsai | achelor | utans | riendly | soriasis | creas | phans | alach | idians | essim,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | achelor | utans | riendly | soriasis | creas | phans | alach | idians | essim,False,
Red,15,6707,2,1587,0.9242744445800781,0,191,3.3880300521850586,onsai | PAA | iodiversity | iliency | pinephrine | illion | irmingham | aspberries | plotlib | phenotype,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | PAA | iodiversity | iliency | pinephrine | illion | irmingham | aspberries | plotlib | phenotype,False,
Red,16,16695,6,1335,0.9240255355834961,0,191,2.9559130668640137,onsai | itoring | rugu | ologna | aughtered | ilantro | olkien | opold | ymour | enfranch,0,1,1,0,0,9,9,0.1,0.9,,aughtered,,,onsai | itoring | rugu | ologna | ilantro | olkien | opold | ymour | enfranch,False,
Red,17,39925,15,1525,0.9237232208251953,0,191,2.455538272857666,onsai | ifflin | WARRAN | amboo | eylon | kegee | IMPLIED | aturity | osaics | queeze,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | ifflin | WARRAN | amboo | eylon | kegee | IMPLIED | aturity | osaics | queeze,False,
Red,18,4567,1,2007,0.9233068227767944,0,191,2.906975269317627,onsai | moil | ilantro | achelor | ishop | ipeg | essori | ishops | orepinephrine | iagnosed,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | moil | ilantro | achelor | ishop | ipeg | essori | ishops | orepinephrine | iagnosed,False,
Red,19,15196,5,2396,0.9226868152618408,0,191,2.308222532272339,onsai | ISTORY | achine | icators | ourgeois | letcher | rimental | ercury | uckingham | utenberg,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | ISTORY | achine | icators | ourgeois | letcher | rimental | ercury | uckingham | utenberg,False,
Red,20,28183,11,23,0.9223872423171997,0,191,2.8613815307617188,onsai | ISTORY | ucalypt | edom | ighthouse | endix | ourgeois | aucoma | iodiversity | soriasis,0,0,0,0,0,10,10,0.0,1.0,,,,,onsai | ISTORY | ucalypt | edom | ighthouse | endix | ourgeois | aucoma | iodiversity | soriasis,False,
